Prase,Pitch,Duration
241,62,1.0
241,57,0.5
241,64,1.0
241,62,0.25
241,60,0.25
241,59,1.0
241,64,1.0
241,62,1.0
241,64,1.0
241,62,1.0
241,57,0.5
241,58,0.5
241,60,1.0
241,60,1.0
241,60,1.0
241,60,2.5
241,59,0.5
241,55,1.0
241,57,1.0
241,55,1.0
241,48,0.5
241,55,0.5
241,55,1.0
241,55,0.5
241,50,0.5
241,57,1.5
241,50,0.5
241,50,1.0
241,59,1.0
241,60,0.5
241,62,0.5
241,64,0.5
241,60,0.5
241,57,0.5
241,60,0.5
241,62,0.25
241,64,0.25
241,65,0.5
241,65,0.5
241,64,0.5
241,62,0.5
241,57,0.5
241,57,1.0
241,52,1.0
241,50,1.0
241,57,0.5
241,55,0.5
241,55,1.0
241,55,1.0
241,48,0.5
241,57,0.5
241,55,0.75
241,53,0.25
241,52,1.0
241,52,0.5
241,53,0.5
241,55,1.0
241,60,0.5
241,58,0.5
241,57,0.5
241,53,0.5
241,53,0.5
241,55,0.25
241,57,0.25
241,58,1.0
241,57,1.0
241,57,1.0
