Prase,Pitch,Duration
6,55,0.5
6,53,0.5
6,52,1.0
6,47,1.0
6,48,0.5
6,47,0.5
6,45,0.5
6,50,0.5
6,43,0.5
6,47,0.5
6,48,0.5
6,45,0.5
6,50,1.0
6,43,2.0
6,36,0.5
6,38,0.5
6,40,0.5
6,41,0.5
6,43,0.5
6,45,0.5
6,47,0.5
6,48,0.5
6,50,0.5
6,48,0.5
6,47,0.5
6,43,0.5
6,48,2.0
6,55,0.5
6,53,0.5
6,52,0.5
6,50,0.5
6,48,0.5
6,47,0.5
6,48,1.0
6,41,1.0
6,43,1.0
6,36,2.0
6,55,0.5
6,53,0.5
6,52,0.5
6,50,0.5
6,48,1.0
6,47,0.5
6,48,0.5
6,50,2.0
6,43,2.0
6,53,1.0
6,44,1.0
6,45,2.0
6,47,1.0
6,48,1.0
6,50,1.0
6,52,1.0
6,53,1.0
6,55,0.5
6,43,0.5
6,48,4.0
