Prase,Pitch,Duration
932,36,1.0
932,48,1.0
932,47,0.5
932,45,0.5
932,47,1.0
932,48,1.0
932,41,1.0
932,43,1.0
932,36,1.0
932,36,0.5
932,38,0.5
932,40,1.0
932,38,0.5
932,36,0.5
932,43,1.0
932,45,0.5
932,43,0.5
932,41,1.0
932,43,1.0
932,36,1.0
932,36,1.0
932,48,1.0
932,47,0.5
932,45,0.5
932,47,1.0
932,48,1.0
932,41,1.0
932,43,1.0
932,36,1.0
932,36,0.5
932,38,0.5
932,40,0.5
932,41,0.5
932,43,1.0
932,45,1.0
932,47,1.0
932,45,1.0
932,40,0.5
932,41,0.5
932,43,1.0
932,44,1.0
932,45,1.0
932,40,1.0
932,45,0.5
932,47,0.5
932,48,0.5
932,47,0.5
932,45,0.5
932,43,0.5
932,41,1.0
932,40,1.0
932,33,1.0
932,45,1.0
932,43,0.5
932,41,0.5
932,40,0.5
932,38,0.5
932,36,1.0
932,41,1.0
932,43,1.0
932,36,1.0
