Prase,Pitch,Duration
7,48,1.0
7,48,0.5
7,50,0.5
7,52,1.0
7,53,0.5
7,52,0.5
7,50,1.0
7,50,1.0
7,48,0.25
7,47,0.25
7,48,0.5
7,47,1.0
7,55,1.0
7,55,1.0
7,55,0.5
7,54,0.5
7,52,0.5
7,50,0.25
7,48,0.25
7,50,0.5
7,52,0.5
7,50,1.0
7,48,0.25
7,47,0.25
7,48,0.5
7,47,1.0
7,47,1.0
7,48,0.5
7,46,0.5
7,45,0.5
7,43,0.5
7,45,1.0
7,45,1.0
7,47,0.75
7,48,0.25
7,50,0.5
7,48,0.5
7,47,1.0
7,50,1.0
7,48,1.0
7,50,1.0
7,52,1.0
7,50,0.5
7,54,0.5
7,55,1.0
7,50,1.0
7,47,1.0
7,52,1.0
7,48,0.5
7,50,0.5
7,52,0.5
7,53,0.5
7,55,1.0
7,55,1.0
7,53,1.0
7,52,0.5
7,53,0.5
7,55,1.0
7,55,1.0
7,57,1.0
7,55,1.0
7,57,0.5
7,55,0.25
7,53,0.25
7,52,1.0
7,53,3.0
