Prase,Pitch,Duration
981,48,0.5
981,50,0.5
981,52,1.0
981,50,0.5
981,48,0.5
981,55,0.5
981,53,0.5
981,52,1.0
981,53,0.5
981,52,0.5
981,50,1.0
981,48,1.0
981,45,1.0
981,50,0.5
981,52,0.5
981,53,1.0
981,47,0.5
981,49,0.5
981,50,1.0
981,45,0.5
981,43,0.5
981,41,1.0
981,40,1.0
981,45,1.0
981,47,1.0
981,48,0.5
981,50,0.5
981,52,1.0
981,54,1.0
981,55,1.0
981,50,1.0
981,43,1.0
981,48,1.0
981,53,1.0
981,52,0.5
981,50,0.5
981,52,0.5
981,54,0.5
981,55,1.0
981,55,0.5
981,54,0.25
981,52,0.25
981,54,0.5
981,47,0.5
981,52,1.0
981,40,1.0
981,45,0.5
981,47,0.5
981,48,1.0
981,41,0.5
981,43,0.5
981,45,1.0
981,38,1.0
981,40,0.5
981,41,0.5
981,43,1.0
981,55,1.0
981,49,1.0
981,48,1.0
981,46,1.0
981,42,1.0
981,43,1.0
981,38,1.0
981,43,1.0
