Prase,Pitch,Duration
456,60,1.5
456,59,0.25
456,57,0.25
456,59,1.0
456,55,1.0
456,67,0.5
456,65,0.5
456,64,1.0
456,62,1.0
456,62,1.0
456,60,1.0
456,60,0.5
456,58,0.5
456,60,1.0
456,60,1.0
456,64,1.0
456,62,1.0
456,62,1.0
456,62,1.0
456,62,1.0
456,64,1.0
456,62,0.5
456,60,0.5
456,59,1.0
456,60,0.5
456,62,0.5
456,64,1.0
456,65,1.0
456,64,1.0
456,64,1.5
456,62,0.25
456,60,0.25
456,62,0.5
456,59,0.5
456,60,1.0
456,62,1.0
456,60,1.0
456,60,1.0
456,62,1.0
456,64,1.0
456,57,0.5
456,59,0.5
456,60,1.5
456,59,0.5
456,62,1.0
456,62,1.0
456,62,1.0
456,64,0.5
456,66,0.5
456,67,2.0
456,66,1.0
456,64,1.0
456,60,1.0
456,59,1.0
456,60,1.0
456,62,0.5
456,59,0.5
