Prase,Pitch,Duration
10,47,0.5
10,48,0.5
10,50,1.0
10,38,1.0
10,43,1.0
10,41,1.0
10,40,1.0
10,39,1.0
10,38,0.5
10,40,0.5
10,42,1.0
10,43,1.0
10,38,1.0
10,43,1.0
10,47,1.0
10,48,1.0
10,47,1.0
10,40,0.5
10,42,0.5
10,43,1.0
10,36,1.0
10,38,1.0
10,43,1.0
10,40,1.0
10,45,0.5
10,47,0.5
10,48,1.0
10,43,0.5
10,41,0.5
10,40,1.0
10,41,1.0
10,36,1.0
10,43,1.0
10,40,1.0
10,38,1.0
10,40,1.0
10,41,0.5
10,43,0.5
10,45,1.0
10,38,3.0
10,40,1.0
10,45,1.0
10,43,1.0
10,48,1.0
10,45,1.0
10,40,1.0
10,41,1.0
10,43,1.0
10,45,0.5
10,47,0.5
10,48,1.0
10,47,0.5
10,45,0.5
10,43,0.5
10,41,0.5
