Prase,Pitch,Duration
457,67,0.5
457,65,0.5
457,64,1.0
457,62,1.0
457,62,1.0
457,60,1.0
457,60,0.5
457,58,0.5
457,60,1.0
457,60,1.0
457,64,1.0
457,62,1.0
457,62,1.0
457,62,1.0
457,62,1.0
457,64,1.0
457,62,0.5
457,60,0.5
457,59,1.0
457,60,0.5
457,62,0.5
457,64,1.0
457,65,1.0
457,64,1.0
457,64,1.5
457,62,0.25
457,60,0.25
457,62,0.5
457,59,0.5
457,60,1.0
457,62,1.0
457,60,1.0
457,60,1.0
457,62,1.0
457,64,1.0
457,57,0.5
457,59,0.5
457,60,1.5
457,59,0.5
457,62,1.0
457,62,1.0
457,62,1.0
457,64,0.5
457,66,0.5
457,67,2.0
457,66,1.0
457,64,1.0
457,60,1.0
457,59,1.0
457,60,1.0
457,62,0.5
457,59,0.5
457,55,0.5
457,60,1.0
457,59,0.25
457,57,0.25
457,59,1.0
457,55,1.0
