Prase,Pitch,Duration
931,45,0.5
931,43,0.5
931,41,1.0
931,43,1.0
931,36,1.0
931,36,1.0
931,48,1.0
931,47,0.5
931,45,0.5
931,47,1.0
931,48,1.0
931,41,1.0
931,43,1.0
931,36,1.0
931,36,0.5
931,38,0.5
931,40,1.0
931,38,0.5
931,36,0.5
931,43,1.0
931,45,0.5
931,43,0.5
931,41,1.0
931,43,1.0
931,36,1.0
931,36,1.0
931,48,1.0
931,47,0.5
931,45,0.5
931,47,1.0
931,48,1.0
931,41,1.0
931,43,1.0
931,36,1.0
931,36,0.5
931,38,0.5
931,40,0.5
931,41,0.5
931,43,1.0
931,45,1.0
931,47,1.0
931,45,1.0
931,40,0.5
931,41,0.5
931,43,1.0
931,44,1.0
931,45,1.0
931,40,1.0
931,45,0.5
931,47,0.5
931,48,0.5
931,47,0.5
931,45,0.5
931,43,0.5
931,41,1.0
931,40,1.0
931,33,1.0
931,45,1.0
931,43,0.5
931,41,0.5
931,40,0.5
931,38,0.5
