Prase,Pitch,Duration
23,64,1.0
23,69,1.0
23,69,0.5
23,71,0.5
23,72,1.0
23,74,1.0
23,68,3.0
23,69,1.0
23,71,0.5
23,73,0.5
23,74,1.5
23,72,0.5
23,71,0.5
23,69,0.5
23,67,1.0
23,69,1.0
23,62,1.0
23,62,1.0
23,64,0.5
23,62,0.5
23,60,0.5
23,62,0.5
23,64,1.0
23,62,1.0
23,69,1.0
23,67,0.5
23,69,0.5
23,71,1.0
23,64,3.0
23,64,1.0
23,62,1.0
23,62,1.0
23,64,0.5
23,62,0.5
23,60,0.5
23,72,0.5
23,71,0.5
23,69,0.5
23,71,1.0
23,72,1.0
23,74,0.5
23,62,0.5
23,64,1.0
23,62,1.0
23,62,1.0
23,62,1.0
23,60,0.5
23,62,0.5
23,64,0.5
23,65,0.5
23,62,1.0
23,67,1.5
23,65,0.5
23,64,1.0
