Prase,Pitch,Duration
3,48,1.0
3,47,1.0
3,48,0.5
3,50,0.5
3,52,1.0
3,50,0.5
3,48,0.5
3,48,1.0
3,47,1.0
3,48,1.0
3,48,1.0
3,52,1.0
3,50,1.0
3,48,1.0
3,48,0.5
3,50,0.5
3,52,1.0
3,50,1.0
3,48,1.0
3,48,1.0
3,47,1.0
3,48,0.5
3,50,0.5
3,52,1.0
3,50,0.5
3,48,0.5
3,48,1.0
3,47,1.0
3,48,1.0
3,52,1.0
3,53,0.5
3,52,0.5
3,50,1.0
3,55,1.0
3,55,1.0
3,55,0.5
3,53,0.5
3,52,0.5
3,50,0.5
3,48,1.0
3,48,0.5
3,47,0.5
3,45,1.0
3,43,1.0
3,43,0.5
3,47,0.5
3,45,0.5
3,43,0.5
3,43,1.0
3,42,1.0
3,43,1.0
3,43,1.0
3,45,1.0
3,43,0.5
3,45,0.5
3,47,1.0
3,48,1.0
3,48,1.0
3,47,1.0
3,43,1.0
