Prase,Pitch,Duration
2,69,1.0
2,67,1.0
2,71,1.0
2,72,1.0
2,60,1.0
2,67,1.0
2,72,1.5
2,71,0.5
2,72,0.5
2,74,0.5
2,67,1.0
2,65,1.0
2,64,1.0
2,72,1.0
2,67,1.5
2,65,0.5
2,64,1.0
2,69,1.0
2,67,1.0
2,71,1.0
2,72,1.0
2,60,1.0
2,67,1.0
2,72,1.5
2,71,0.5
2,72,0.5
2,74,0.5
2,67,1.0
2,65,1.0
2,64,1.0
2,72,0.5
2,70,0.5
2,69,1.0
2,69,1.0
2,71,0.5
2,72,0.5
2,71,0.5
2,69,0.5
2,67,1.0
2,67,1.0
2,69,0.5
2,71,0.5
2,72,0.5
2,64,0.5
2,66,1.0
2,67,0.5
2,69,0.5
2,71,0.5
2,67,0.5
2,64,0.5
2,69,0.5
2,62,0.5
2,64,0.5
2,62,0.5
2,60,0.5
2,59,1.0
2,60,1.0
2,65,1.0
2,72,1.0
2,71,0.5
2,69,0.5
