Prase,Pitch,Duration
294,77,1.0
294,79,1.0
294,79,1.0
294,81,1.0
294,79,1.5
294,77,0.5
294,76,0.5
294,74,0.5
294,72,0.5
294,70,0.5
294,69,0.5
294,67,0.5
294,69,1.0
294,71,1.0
294,72,1.0
294,72,1.0
294,74,1.0
294,72,1.0
294,71,1.0
294,69,0.5
294,68,0.5
294,69,0.5
294,71,0.5
294,71,1.0
294,69,1.0
294,76,2.0
294,74,1.0
294,72,1.0
294,70,1.0
294,69,1.0
294,71,1.0
294,72,1.0
294,67,1.0
294,72,0.5
294,74,0.5
294,76,0.5
294,77,0.5
294,79,1.0
294,79,1.5
294,67,0.5
294,72,0.5
294,70,0.5
294,69,1.0
294,71,1.0
294,72,0.5
294,74,0.5
294,76,1.5
294,74,0.5
294,72,0.5
294,71,0.5
294,69,0.5
294,67,1.0
294,66,0.5
294,67,1.0
294,67,1.5
294,67,0.5
294,69,0.5
294,71,0.5
294,72,1.0
