Prase,Pitch,Duration
38,79,0.5
38,81,1.0
38,79,0.25
38,77,0.25
38,79,0.5
38,67,0.25
38,67,0.25
38,72,0.25
38,72,0.25
38,76,0.25
38,76,0.25
38,79,0.5
38,81,1.0
38,79,0.25
38,77,0.25
38,79,1.0
38,79,0.5
38,81,1.0
38,79,0.25
38,77,0.25
38,79,0.5
38,67,0.25
38,67,0.25
38,72,0.25
38,72,0.25
38,76,0.25
38,76,0.25
38,79,0.5
38,81,1.0
38,79,0.25
38,77,0.25
38,79,1.0
38,79,0.5
38,81,1.0
38,79,0.25
38,77,0.25
38,79,0.5
38,67,0.25
38,67,0.25
38,72,0.25
38,72,0.25
38,76,0.25
38,76,0.25
38,79,0.5
38,81,1.0
38,79,0.25
38,77,0.25
38,79,1.0
