Prase,Pitch,Duration
22,67,0.5
22,65,0.5
22,64,0.5
22,66,0.5
22,67,1.0
22,67,1.0
22,72,0.5
22,74,0.5
22,76,1.0
22,74,1.0
22,72,0.5
22,71,0.5
22,69,1.0
22,71,3.0
22,72,0.5
22,74,0.5
22,76,1.0
22,77,1.0
22,79,1.0
22,79,2.0
22,72,1.0
22,71,1.0
22,71,1.0
22,72,0.5
22,70,0.5
22,69,0.5
22,71,0.5
22,72,1.0
22,71,1.0
22,72,0.5
22,74,0.5
22,76,0.5
22,72,0.5
22,67,1.0
22,67,3.0
22,67,0.5
22,69,0.5
22,71,1.0
22,69,0.5
22,71,0.5
22,72,0.5
22,74,0.5
22,76,1.0
22,74,0.5
22,72,0.5
22,71,0.5
22,69,0.5
22,67,1.0
22,67,2.0
22,66,1.0
22,67,1.0
22,67,1.0
22,64,1.0
22,69,1.0
