Prase,Pitch,Duration
517,64,0.5
517,65,0.5
517,67,1.0
517,69,1.0
517,67,1.0
517,62,1.0
517,64,1.0
517,66,1.0
517,67,1.0
517,67,1.0
517,67,1.0
517,69,1.0
517,67,1.0
517,62,0.5
517,64,0.5
517,65,1.0
517,64,1.0
517,62,1.0
517,60,3.0
517,60,1.0
517,62,0.5
517,64,0.5
517,65,1.0
517,64,0.5
517,65,0.5
517,67,2.0
517,62,1.0
517,60,1.0
517,59,1.0
517,57,2.0
517,55,1.0
517,55,1.0
517,55,1.0
517,60,1.0
517,62,1.0
517,64,0.5
517,65,0.5
517,67,2.0
517,65,1.0
517,64,1.0
517,62,1.0
517,57,1.0
517,59,1.0
517,60,3.0
