Prase,Pitch,Duration
72,48,4.0
72,48,1.0
72,43,0.5
72,45,0.5
72,47,0.5
72,43,0.5
72,48,0.5
72,47,0.5
72,49,0.5
72,50,1.0
72,49,0.5
72,50,2.0
72,50,0.5
72,48,0.5
72,46,0.5
72,45,0.5
72,43,0.5
72,39,0.5
72,36,0.5
72,38,0.5
72,43,4.0
72,48,0.5
72,50,0.5
72,52,0.5
72,53,0.5
72,52,0.5
72,50,0.5
72,48,0.5
72,46,0.5
72,45,0.5
72,43,0.5
72,45,0.5
72,47,0.5
72,48,1.0
72,48,1.0
72,53,0.5
72,52,0.5
72,50,0.5
72,48,0.5
72,46,0.5
72,47,0.5
72,48,0.5
72,49,0.5
72,50,4.0
72,47,0.5
72,43,0.5
72,45,0.5
72,47,0.5
72,48,0.5
72,50,0.5
72,52,0.5
72,53,0.5
72,55,1.0
72,43,1.0
72,45,2.0
72,38,0.5
72,41,0.5
72,45,0.5
72,43,0.5
72,41,0.5
72,38,0.5
72,43,1.0
