Prase,Pitch,Duration
828,50,1.0
828,52,3.0
828,47,0.5
828,48,0.5
828,50,0.5
828,52,0.5
828,53,1.0
828,52,1.0
828,47,1.0
828,48,1.0
828,46,1.0
828,45,1.0
828,50,1.0
828,50,1.0
828,48,1.0
828,48,1.0
828,47,1.0
828,43,3.0
828,48,1.0
828,48,0.5
828,50,0.5
828,52,1.0
828,50,1.0
828,55,1.0
828,53,0.5
828,50,0.5
828,55,1.0
828,55,1.0
828,50,1.0
828,52,0.5
828,47,0.5
828,48,1.0
828,50,1.0
828,50,1.0
828,52,3.0
828,47,0.5
828,48,0.5
828,50,0.5
828,52,0.5
828,53,1.0
828,52,1.0
828,47,1.0
828,48,1.0
828,46,1.0
828,45,1.0
828,50,1.0
828,50,1.0
828,48,1.0
828,48,1.0
